5,0.000001,0.000009,0.000005,0.000004
50,0.000006,0.000009,0.000009,0.000024
500,0.000589,0.000662,0.000083,0.002180
5000,0.050713,0.046327,0.000692,0.133892
50000,3.688287,4.033686,0.007519,12.977816
