5,0.000001,0.000009,0.000005,0.000004
50,0.000007,0.000008,0.000009,0.000023
500,0.000590,0.000651,0.000104,0.002160
5000,0.050617,0.046256,0.000679,0.135237
50000,3.682503,4.022226,0.007414,12.963673
